id,first_name,last_name,risk,resiliency,risk_calculation,risk_category
651,Court,Kedward,88,64,-24,critical
652,Ula,Newcome,97,27,-70,critical
653,Claybourne,Ewell,40,55,15,high
654,Gerry,Evitt,11,84,73,low
655,Crista,Baversor,93,69,-24,critical
656,Charlean,Simmig,41,39,-2,critical
657,Godfry,Plumbley,69,75,6,high
658,Mattie,Rutherford,25,39,14,high
659,Una,O'Devey,65,5,-60,critical
660,Shawn,Drinkhill,94,51,-43,critical
661,Yuri,Cadigan,55,10,-45,critical
662,Allistir,Beardon,66,88,22,high
663,Tynan,Alderson,22,47,25,medium
664,Guillemette,Readie,72,59,-13,critical
665,Cecil,MacAnellye,28,84,56,low
666,Rodolphe,Laux,93,33,-60,critical
667,Horace,Allabush,4,5,1,high
668,Tommi,Watman,61,96,35,medium
669,Chloe,Dymocke,68,89,21,high
670,Vinnie,Mousby,15,69,54,low
671,Gunilla,Tupie,84,27,-57,critical
672,Lionel,Allday,63,99,36,medium
673,Sally,Cavil,4,56,52,low
674,Vincents,Beed,27,87,60,low
675,Euell,Deller,98,96,-2,critical
676,Elston,Cornhill,62,63,1,high
677,Gratiana,Georgelin,64,73,9,high
678,Hortensia,Sargeant,77,2,-75,critical
679,Wyatt,Torrans,69,52,-17,critical
680,Rory,Beilby,67,28,-39,critical
681,Ode,Glaves,32,4,-28,critical
682,Elna,Pearton,1,61,60,low
683,Carlotta,Baty,52,44,-8,critical
684,Edik,Ginni,56,29,-27,critical
685,Burch,Meaking,87,46,-41,critical
686,Gregg,Skerme,48,75,27,medium
687,Kirk,Mogie,2,86,84,none
688,Henri,Corona,18,82,64,low
689,Caprice,Ewbanks,93,6,-87,critical
690,Celia,Casina,39,79,40,medium
691,Beauregard,Cheson,42,47,5,high
692,Dyanna,Aire,72,87,15,high
693,Tad,Enriques,79,65,-14,critical
694,Bartolomeo,Vasler,61,26,-35,critical
695,Moina,Hayler,22,94,72,low
696,Marieann,Biggerdike,81,87,6,high
697,Giselle,Glentz,31,84,53,low
698,Martie,Coslitt,14,3,-11,critical
699,Nonie,Smidmoor,84,20,-64,critical
700,Yulma,Starking,29,70,41,medium
701,Eugenia,Essery,70,44,-26,critical
702,Stepha,Hillyatt,81,67,-14,critical
703,Erich,Naismith,50,95,45,medium
704,Sabina,Wylder,53,52,-1,critical
705,Monti,Witch,88,87,-1,critical
706,Brigit,Hampson,27,87,60,low
707,Odo,Vlasyuk,8,92,84,none
708,Fair,Gloves,44,50,6,high
709,Lorie,Morey,66,92,26,medium
710,Ansell,Fewell,14,81,67,low
711,Danica,Nono,92,92,0,high
712,Farand,Geddes,54,6,-48,critical
713,Grace,Jendrassik,6,73,67,low
714,Alli,Tredwell,88,14,-74,critical
715,Tera,Manueau,39,21,-18,critical
716,Randee,Trowill,56,31,-25,critical
717,Corrie,Runnacles,7,56,49,medium
718,Morgan,Bostick,19,94,75,none
719,Tabor,Henderson,40,68,28,medium
720,Nathaniel,Pisculli,40,11,-29,critical
721,Falkner,Hellyer,69,80,11,high
722,Jerrylee,Spawton,92,11,-81,critical
723,Daron,Brokenshaw,5,78,73,low
724,Brander,Mackett,6,58,52,low
725,Kristi,Summerside,1,92,91,none
726,Rosemaria,Abeles,15,57,42,medium
727,Zonda,Beuscher,56,64,8,high
728,Adelaide,Stitch,78,5,-73,critical
729,Cara,Quarrie,41,8,-33,critical
730,Barbabra,Sowter,50,41,-9,critical
731,Dodie,Spenclay,15,2,-13,critical
732,Filmore,Fenton,44,23,-21,critical
733,Oliver,Parkyns,100,17,-83,critical
734,Janenna,Barreau,41,71,30,medium
735,Gonzales,Jzhakov,7,75,68,low
736,Effie,Hedylstone,29,19,-10,critical
737,Adoree,Batisse,3,38,35,medium
738,Deny,Sowersby,67,70,3,high
739,Jesus,Blaymires,72,57,-15,critical
740,Maribel,Downes,59,35,-24,critical
741,Rogerio,Moberley,2,50,48,medium
742,Klarrisa,Gillies,93,17,-76,critical
743,Carmel,Garry,7,49,42,medium
744,Doti,Berthod,30,47,17,high
745,Nicol,Nannetti,69,32,-37,critical
746,Jacquelyn,Ivatt,62,33,-29,critical
747,Ilyse,Whiteman,55,69,14,high
748,Verney,Morch,82,56,-26,critical
749,Dagny,De Blasi,80,55,-25,critical
750,Langsdon,Cummings,39,74,35,medium
751,Bjorn,Sebastian,83,17,-66,critical
752,Elfrida,Hayter,52,41,-11,critical
753,Gavra,Hughes,75,80,5,high
754,Joye,Oldershaw,86,86,0,high
755,Mag,Onele,85,94,9,high
756,Meryl,Benadette,51,84,33,medium
757,Pincas,Overel,32,34,2,high
758,Abbe,Couvet,39,69,30,medium
759,Ryann,Stoad,28,18,-10,critical
760,Ferdinande,Desforges,40,18,-22,critical
761,Lambert,Castaneda,100,76,-24,critical
762,Jacquenetta,Theurer,3,51,48,medium
763,Aksel,Reaman,88,70,-18,critical
764,Corny,Timpany,91,10,-81,critical
765,Sherye,Lowater,64,59,-5,critical
766,Rosita,Forseith,68,91,23,high
767,Barbaraanne,Grancher,15,28,13,high
768,Ruth,Argyle,68,79,11,high
769,Nance,Briskey,29,71,42,medium
770,Gregorio,Brisse,73,31,-42,critical
771,Hallie,Seymer,49,75,26,medium
772,Rafaela,Woodcraft,81,58,-23,critical
773,Clementine,Matejovsky,89,39,-50,critical
774,Timmie,Agirre,29,38,9,high
775,Kriste,Lamasna,36,6,-30,critical
776,Dante,Corstan,55,36,-19,critical
777,Jobye,Ambrodi,88,24,-64,critical
778,Zebedee,Sherringham,97,88,-9,critical
779,Callie,Loalday,38,86,48,medium
780,Chiarra,Diable,14,12,-2,critical
781,Lu,Allonby,49,31,-18,critical
782,Clevey,Le Gassick,46,90,44,medium
783,Beatrice,McLachlan,43,45,2,high
784,Beauregard,Tremlett,83,48,-35,critical
785,Melania,Hailwood,67,100,33,medium
786,Rodolphe,Jakuszewski,56,62,6,high
787,Juli,Hurt,28,78,50,low
788,Shanta,Mogie,47,58,11,high
789,Taryn,Lob,48,12,-36,critical
790,Jerrold,Dunkerley,46,46,0,high
791,Ainsley,Hounsom,54,15,-39,critical
792,Tam,Dreamer,41,99,58,low
793,Sven,Buzza,15,41,26,medium
794,Nevsa,Gaffey,53,5,-48,critical
795,Thaddus,Filkin,19,55,36,medium
796,Raynard,Scurr,23,34,11,high
797,Janie,Grishukhin,41,64,23,high
798,Aimee,Dilks,50,55,5,high
799,Base,Lyttle,87,9,-78,critical
800,Chrysa,McAughtrie,37,100,63,low
801,Chip,Klewer,85,45,-40,critical
802,Kingston,Mackney,18,38,20,high
803,Burgess,Frankema,66,67,1,high
804,Maxim,Ebbotts,68,16,-52,critical
805,Zane,Farguhar,84,19,-65,critical
806,Jillian,Morando,86,46,-40,critical
807,Mellisa,Duigan,82,21,-61,critical
808,Queenie,Ennor,45,20,-25,critical
809,Fawne,Knapper,42,96,54,low
810,Merrili,Procter,10,20,10,high
811,Nathanael,Doncaster,30,20,-10,critical
812,Steve,Halso,7,13,6,high
813,Monique,Disbrey,58,80,22,high
814,Pet,Kamen,75,58,-17,critical
815,Concettina,Murtimer,88,17,-71,critical
816,Denise,Mancer,6,43,37,medium
817,Liane,Pittham,100,69,-31,critical
818,Wiatt,Shovelton,46,55,9,high
819,Leia,Trevascus,72,60,-12,critical
820,Glori,Joselson,64,57,-7,critical
821,Mariam,Houlaghan,7,12,5,high
822,Zak,Shrubsall,17,31,14,high
823,Waly,Dumbreck,6,51,45,medium
824,Dietrich,Fursland,34,84,50,low
825,Benedikta,Cockman,75,77,2,high
826,Alidia,Dilleway,15,28,13,high
827,Hartley,Davidovics,88,31,-57,critical
828,Alene,Lidington,14,86,72,low
829,Sarge,Renachowski,55,18,-37,critical
830,Ward,Winning,12,34,22,high
831,Frayda,Varrow,80,22,-58,critical
832,Neddy,Reeds,72,57,-15,critical
833,Ase,Boggers,41,36,-5,critical
834,Rycca,Kondratowicz,49,25,-24,critical
835,Modestia,Jalland,29,61,32,medium
836,Morry,Elder,56,9,-47,critical
837,Charita,Hadley,46,94,48,medium
838,Malia,Graybeal,92,46,-46,critical
839,Cherish,Treharne,38,84,46,medium
840,Susann,Lacasa,85,58,-27,critical
841,Nevsa,Hrishanok,31,55,24,high
842,Shandee,Gallanders,42,43,1,high
843,Pebrook,Proschek,74,18,-56,critical
844,Elfrida,Dillow,19,50,31,medium
845,Brandise,Batalle,87,21,-66,critical
846,Berrie,Thomassen,18,89,71,low
847,Hedi,Semrad,24,13,-11,critical
848,Henrie,Constanza,96,42,-54,critical
849,Pablo,Raffan,73,52,-21,critical
850,Sasha,Ashington,98,89,-9,critical
851,Babette,Tevlin,67,70,3,high
852,Matteo,Waldren,64,47,-17,critical
853,Ania,Malyan,6,19,13,high
854,Tristam,Trudgian,81,22,-59,critical
855,Hyacinthia,Chamley,60,68,8,high
856,Nerta,Hollyer,24,9,-15,critical
857,Shalna,Glasner,63,68,5,high
858,Eada,Fennelow,80,35,-45,critical
859,Sandie,Hymers,98,54,-44,critical
860,Binnie,Speed,31,93,62,low
861,Michel,Morffew,11,6,-5,critical
862,Vale,Skippon,42,40,-2,critical
863,Patricia,Twort,98,19,-79,critical
864,Gena,Glison,35,32,-3,critical
865,Pall,Cartmael,58,20,-38,critical
866,Dorthy,Yelland,24,78,54,low
867,Carey,Soro,92,41,-51,critical
868,Glenna,Brannon,34,76,42,medium
869,Spencer,Shevlin,10,15,5,high
870,Frayda,Brignall,84,21,-63,critical
871,Felita,Siebert,52,24,-28,critical
872,Flo,Raiker,79,96,17,high
873,Nichols,Fake,72,17,-55,critical
874,Page,Leeming,71,1,-70,critical
875,Hanan,Robison,29,23,-6,critical
876,Morena,Austick,53,15,-38,critical
877,Deana,Babington,98,43,-55,critical
878,Cristobal,Belliard,78,86,8,high
879,Sharl,Pietersen,30,35,5,high
880,Genevieve,Dusting,43,19,-24,critical
881,Lilah,Babidge,53,12,-41,critical
882,Marty,Jimeno,55,12,-43,critical
883,Crin,Ourry,45,43,-2,critical
884,Delia,MacAskill,77,6,-71,critical
885,Gordon,Ricarde,1,31,30,medium
886,Hall,Kezourec,37,50,13,high
887,Lotte,Hart,83,32,-51,critical
888,Shelton,Hagston,48,100,52,low
889,Wilmar,Flement,67,67,0,high
890,Kerk,Braybrookes,80,9,-71,critical
891,Heddie,Buddleigh,43,69,26,medium
892,Angil,Birkmyr,7,85,78,none
893,Torrin,Glencorse,22,38,16,high
894,Libby,Cazereau,13,29,16,high
895,Alejandro,MacKissack,21,94,73,low
896,Lonny,Ellerker,27,52,25,medium
897,Milissent,Blakes,34,86,52,low
898,Tarrah,Sessions,40,83,43,medium
899,Pen,Guwer,95,7,-88,critical
900,Tisha,Gartin,42,52,10,high
901,Aveline,Teacy,23,58,35,medium
902,Iggy,Mabe,95,60,-35,critical
903,Constantina,McGaraghan,56,84,28,medium
904,Shanna,Portman,62,74,12,high
905,Nissa,Acosta,82,32,-50,critical
906,Geoffrey,Varsey,10,7,-3,critical
907,Bamby,Sander,36,19,-17,critical
908,Karita,Berrington,74,32,-42,critical
909,Erskine,Schrieves,81,91,10,high
910,Brade,Gooddy,52,41,-11,critical
911,Johanna,Newcom,67,94,27,medium
912,Carmine,Gouley,43,26,-17,critical
913,Terrance,Donald,69,70,1,high
914,Dimitry,Clarkin,93,32,-61,critical
915,Dex,Inglese,34,62,28,medium
916,Kalindi,Oger,95,46,-49,critical
917,Gerta,Foxen,30,97,67,low
918,Elinore,Buche,6,66,60,low
919,Nadia,Greensall,49,78,29,medium
920,Sherrie,MacFall,27,74,47,medium
921,Monika,Geraghty,100,56,-44,critical
922,Ellsworth,Verma,20,84,64,low
923,Sarina,Ward,7,31,24,high
924,Robenia,Duchart,25,36,11,high
925,Bobby,Mityushkin,62,25,-37,critical
926,Arlinda,Caughan,12,63,51,low
927,Nicki,Raffels,22,65,43,medium
928,Louella,Abrahart,62,94,32,medium
929,Yolande,Koppes,67,9,-58,critical
930,Orel,Duckitt,20,87,67,low
931,Granny,Swanne,96,72,-24,critical
932,Ray,Finker,1,68,67,low
933,Othilie,Shorey,50,5,-45,critical
934,Hurley,Yerbury,51,2,-49,critical
935,Ora,Ferras,64,40,-24,critical
936,Haslett,Cuttin,24,4,-20,critical
937,Solly,McPike,36,3,-33,critical
938,Catherin,Adamthwaite,90,23,-67,critical
939,Christophe,Wrinch,64,61,-3,critical
940,Kendell,Jagoe,84,38,-46,critical
941,Umberto,Pencot,46,28,-18,critical
942,Carolyne,Silwood,76,93,17,high
943,Enos,Shakelady,82,66,-16,critical
944,Cory,Oneile,50,28,-22,critical
945,Merilee,Dorie,62,20,-42,critical
946,Aguistin,Jakubovsky,52,3,-49,critical
947,Muhammad,Skerman,58,91,33,medium
948,Allissa,Jephson,68,40,-28,critical
949,Jaquenette,Scowen,27,20,-7,critical
950,Travers,Wildblood,51,20,-31,critical
951,Gabi,Gaunt,39,25,-14,critical
952,Napoleon,Dorward,58,82,24,high
953,Beryl,Paradise,24,3,-21,critical
954,Shirley,Knewstub,40,40,0,high
955,Humfrey,Risley,50,62,12,high
956,Phaidra,de la Tremoille,99,17,-82,critical
957,Bartholomew,Staggs,10,67,57,low
958,Corri,Fewster,93,25,-68,critical
959,Leontine,O'Shiel,55,79,24,high
960,Stafford,Joist,81,67,-14,critical
961,Lauritz,Preuvost,33,38,5,high
962,Isa,Chestnut,81,77,-4,critical
963,Brittne,Rennard,6,7,1,high
964,Miner,Kenchington,25,48,23,high
965,Menard,De Michele,44,1,-43,critical
966,Temple,Janous,21,30,9,high
967,Liuka,Leadley,84,4,-80,critical
968,Ola,Astall,26,25,-1,critical
969,Orlando,Hastler,94,27,-67,critical
970,Cazzie,Fynes,75,97,22,high
971,Belle,Yellowlea,55,83,28,medium
972,Ashien,Crossland,2,79,77,none
973,Marvin,Lauritsen,74,78,4,high
974,Karel,Binge,90,6,-84,critical
975,Albina,Harrema,26,2,-24,critical
976,Richmound,Innman,87,13,-74,critical
977,Teresa,Fowden,72,81,9,high
978,Rowland,Gore,76,23,-53,critical
979,Tildy,Piscopiello,44,97,53,low
980,Bernita,Fernant,41,56,15,high
981,Benedick,covino,76,48,-28,critical
982,Pattie,Mercik,41,51,10,high
983,Bobbi,Raffels,9,26,17,high
984,Tomasina,Hollibone,60,100,40,medium
985,Cacilie,Timny,62,34,-28,critical
986,Lebbie,Grinyov,94,52,-42,critical
987,Ralph,Brodbin,18,71,53,low
988,Worth,Crasswell,35,71,36,medium
989,Devora,Roz,50,81,31,medium
990,Jakie,Rundall,1,13,12,high
991,Matthiew,Ballentime,37,19,-18,critical
992,Flore,MacKim,26,18,-8,critical
993,Elbertine,Leates,9,6,-3,critical
994,Denys,Grichukhanov,17,71,54,low
995,Esmaria,Lakin,32,29,-3,critical
996,Arron,Elward,77,40,-37,critical
997,Bud,Plumbridge,99,1,-98,critical
998,Rayner,Border,34,28,-6,critical
999,Charlie,Bugg,49,76,27,medium
1000,Danni,Corradeschi,64,29,-35,critical
1001,Barbabra,Coghill,84,97,13,high
1002,David,Cockle,26,45,19,high
1003,Melvyn,Worgen,28,90,62,low
1004,Jesus,Sandon,72,81,9,high
1005,Tadio,Bonevant,11,47,36,medium
1006,Urson,Solomonides,73,27,-46,critical
1007,Shandie,Greystock,25,38,13,high
1008,Elsy,Burgne,10,79,69,low
1009,Julina,Chartman,10,23,13,high
1010,Brose,Lockhart,66,57,-9,critical
1011,Crissy,Kunert,2,62,60,low
1012,Natasha,Rattrie,47,62,15,high
1013,Artemus,Berriball,14,78,64,low
1014,Orson,Zamudio,55,87,32,medium
1015,Holly,Rees,56,5,-51,critical
1016,Hymie,Virgoe,83,30,-53,critical
1017,Urbain,Courtenay,70,16,-54,critical
1018,Sibyl,Harmour,85,89,4,high
1019,Jenica,Beneteau,53,84,31,medium
1020,David,Venton,20,93,73,low
1021,Koralle,Machel,62,94,32,medium
1022,Gabriel,De Ortega,94,27,-67,critical
1023,Xever,Maskew,91,17,-74,critical
1024,Kyla,MacKim,84,69,-15,critical
1025,Corly,Havers,68,72,4,high
1026,Ignace,Gorham,70,26,-44,critical
1027,Arnoldo,Feehely,89,83,-6,critical
1028,Annice,Casero,90,38,-52,critical
1029,Estele,Theobald,98,47,-51,critical
1030,Cobby,Anselmi,8,66,58,low
1031,Noel,Struthers,48,17,-31,critical
1032,Hattie,Lavrinov,97,61,-36,critical
1033,Tyrus,Fullylove,27,70,43,medium
1034,Garnette,Rispin,26,58,32,medium
1035,Conrade,Giraldon,58,64,6,high
1036,Claiborne,McCullagh,78,32,-46,critical
1037,Carter,Yetton,58,24,-34,critical
1038,Gertruda,Munks,20,74,54,low
1039,Kliment,Scowcroft,42,22,-20,critical
1040,Karlee,Bonny,83,66,-17,critical
1041,Izak,Dusting,94,41,-53,critical
1042,Gretal,Lindelof,33,3,-30,critical
1043,Dinnie,O' Dornan,49,40,-9,critical
1044,Alfie,Leighfield,34,34,0,high
1045,Rana,Sleep,25,58,33,medium
1046,Lockwood,Hardcastle,29,19,-10,critical
1047,Rea,Hartzenberg,68,72,4,high
1048,Margie,Bartholomieu,77,1,-76,critical
1049,Caprice,Kemell,23,85,62,low
1050,Stanislas,Beddingham,86,49,-37,critical
1051,Adams,Gillings,7,59,52,low
1052,Sena,Steagall,52,23,-29,critical
1053,Fabian,Strewthers,89,66,-23,critical
1054,Callida,Tomaszewicz,59,37,-22,critical
1055,Jobi,McDell,85,98,13,high
1056,Stephine,Paley,46,31,-15,critical
1057,Jamesy,Sijmons,40,85,45,medium
1058,Brietta,Sebley,16,9,-7,critical
1059,Noam,Surfleet,35,1,-34,critical
1060,Allistir,Borlease,99,81,-18,critical
1061,Kiah,Kik,47,30,-17,critical
1062,Cacilia,Chastenet,83,75,-8,critical
1063,Glennis,Ciubutaro,87,41,-46,critical
1064,Mable,Chippendale,50,62,12,high
1065,Felita,Welband,36,44,8,high
1066,Rickard,Shimmings,31,10,-21,critical
1067,Ruthanne,Godwyn,88,26,-62,critical
1068,Vladamir,Pinkard,76,22,-54,critical
1069,Tuck,Barrell,71,73,2,high
1070,Cirstoforo,Simoncini,71,54,-17,critical
1071,Bail,Banghe,84,98,14,high
1072,Nathalia,Donaway,32,56,24,high
1073,Gusty,Skate,26,60,34,medium
1074,Wallie,Bemrose,20,80,60,low
1075,Quincey,Forde,68,50,-18,critical
1076,Augie,Syfax,81,45,-36,critical
1077,Dosi,Plomer,6,18,12,high
1078,Hallsy,Bonus,3,26,23,high
1079,Gaelan,Sille,92,2,-90,critical
1080,Fidelity,Fulun,48,19,-29,critical
1081,Bertie,Gollard,23,16,-7,critical
1082,Hunter,Testin,54,38,-16,critical
1083,Mallorie,Pierrepont,76,67,-9,critical
1084,Laverna,McCullouch,66,29,-37,critical
1085,Urbain,Crinage,55,87,32,medium
1086,Skylar,McCandless,15,22,7,high
1087,Glenn,Pawlowicz,89,76,-13,critical
1088,Tarrah,St. Ledger,88,5,-83,critical
1089,Kylila,Scroggins,39,54,15,high
1090,Hendrick,Crellin,94,81,-13,critical
1091,Cesya,Floris,42,99,57,low
1092,Esdras,Verty,6,21,15,high
1093,Franzen,McClinton,66,42,-24,critical
1094,Gaultiero,Syme,24,95,71,low
1095,Michael,des Remedios,87,94,7,high
1096,Quillan,Duffet,83,37,-46,critical
1097,Candice,Devine,22,28,6,high
1098,Tiebold,Burgoin,92,41,-51,critical
1099,Waring,Dimbylow,30,94,64,low
1100,Florence,Spur,29,83,54,low
1101,Tommy,Ludlow,18,43,25,medium
1102,Lind,Bicker,83,33,-50,critical
1103,Somerset,Manna,47,81,34,medium
1104,Oberon,Vasler,62,71,9,high
1105,Fawne,Janus,51,68,17,high
1106,Kevin,Vann,94,20,-74,critical
1107,Amalea,Bernhardsson,51,20,-31,critical
1108,Licha,Patershall,55,38,-17,critical
1109,Honoria,Wakes,56,3,-53,critical
1110,Lazaro,Tapin,97,73,-24,critical
1111,Ozzie,Matthews,88,68,-20,critical
1112,Brent,Pook,27,49,22,high
1113,Friederike,Petken,17,14,-3,critical
1114,Hally,Caplan,27,54,27,medium
1115,Guenna,Rao,1,87,86,none
1116,Ric,Illyes,29,80,51,low
1117,Roze,O'Donoghue,22,77,55,low
1118,Morissa,Polson,76,81,5,high
1119,Ralf,Nicklinson,24,2,-22,critical
1120,Aylmer,Baglin,77,73,-4,critical
1121,Edith,Kinglesyd,62,59,-3,critical
1122,Alfie,Padly,95,60,-35,critical
1123,Haroun,Puller,93,67,-26,critical
1124,Jeddy,Peaddie,89,43,-46,critical
1125,Denney,Sanday,56,49,-7,critical
1126,Rochester,Atte-Stone,38,86,48,medium
1127,Fara,Chad,67,34,-33,critical
1128,Willyt,Pancoast,36,88,52,low
1129,Addy,Spensly,87,98,11,high
1130,Lu,Colbridge,90,22,-68,critical
1131,Valene,Exeter,62,36,-26,critical
1132,Shaylah,Pickston,45,43,-2,critical
1133,Monika,Bayldon,54,76,22,high
1134,Fleurette,Townsend,73,4,-69,critical
1135,Claudio,Tomasino,85,21,-64,critical
1136,Jamey,Curran,71,32,-39,critical
1137,Sandie,Keoghane,46,71,25,medium
1138,Iago,Mechi,58,57,-1,critical
1139,Eugen,Griffithe,44,49,5,high
1140,Aura,Gostage,43,47,4,high
1141,Hildagarde,Webberley,60,69,9,high
1142,Viviyan,Spacy,83,43,-40,critical
1143,Marsh,Wardall,16,79,63,low
1144,Gilberte,Dutnell,83,61,-22,critical
1145,Lenard,Tathacott,74,88,14,high
1146,Nesta,Castelletto,37,48,11,high
1147,Cy,Vasyunin,1,26,25,medium
1148,Ode,Leser,8,80,72,low
1149,Ewen,Buglar,33,3,-30,critical
1150,Alexia,Gradly,98,24,-74,critical
1151,Hashim,Bache,30,39,9,high
1152,Sayers,Bethel,34,2,-32,critical
1153,Maynard,Sands,94,74,-20,critical
1154,Nady,Sanchez,17,14,-3,critical
1155,Carma,Egle of Germany,57,57,0,high
1156,Murielle,Januszewski,61,11,-50,critical
1157,Marleen,Wheldon,1,93,92,none
1158,Gustavus,Gilfoyle,45,11,-34,critical
1159,Marjy,Gumm,4,4,0,high
1160,Kessiah,Rainville,94,67,-27,critical
1161,Rachael,Oakinfold,74,44,-30,critical
1162,Nertie,Frankcomb,37,2,-35,critical
1163,Stepha,Fawthorpe,35,78,43,medium
1164,Frederick,Klaas,70,32,-38,critical
1165,Eleen,Furmenger,87,15,-72,critical
1166,Fara,Oboy,19,79,60,low
1167,Inessa,Dearell,30,99,69,low
1168,Clarice,Lasham,88,41,-47,critical
1169,Odella,Sarton,99,63,-36,critical
1170,Elberta,Hardwich,85,72,-13,critical
1171,John,Currum,53,65,12,high
1172,Timofei,Gilloran,93,42,-51,critical
1173,Meghann,Kilbee,83,99,16,high
1174,Herb,Casetta,1,62,61,low
1175,Aile,Abele,95,1,-94,critical
1176,Madison,Hickisson,4,25,21,high
1177,Lem,Evensden,81,51,-30,critical
1178,Lurette,Ingraham,8,98,90,none
1179,Jarrod,Astbery,95,5,-90,critical
1180,Dorelia,Paramore,28,58,30,medium
1181,Dani,Desforges,51,48,-3,critical
1182,Hort,Spancock,88,32,-56,critical
1183,Carolin,Hovington,45,46,1,high
1184,Tine,Lucus,35,99,64,low
1185,Tamarra,Bowhay,33,47,14,high
1186,Vannie,Allridge,49,34,-15,critical
1187,Ranice,Klaassens,23,47,24,high
1188,Dosi,Robarts,50,79,29,medium
1189,Paulette,Badgers,78,48,-30,critical
1190,Arel,McElvine,30,25,-5,critical
1191,Loren,Fair,38,54,16,high
1192,Idell,Simmens,93,87,-6,critical
1193,Yettie,Seven,100,90,-10,critical
1194,Tadd,Kubal,28,62,34,medium
1195,Emogene,Skala,100,96,-4,critical
1196,Zelda,Beddard,42,4,-38,critical
1197,Orazio,Loan,26,22,-4,critical
1198,Thatcher,Mertgen,75,65,-10,critical
1199,Wyn,Carlan,33,71,38,medium
1200,Gillian,Rutty,53,55,2,high
1201,Lynnette,Juarez,33,66,33,medium
1202,Amandy,Anwell,92,57,-35,critical
1203,Emlynne,Goly,92,13,-79,critical
1204,Crichton,Gradly,78,56,-22,critical
1205,Kate,Manntschke,28,50,22,high
1206,Lynde,Bartelet,54,43,-11,critical
1207,Sergio,Elcoat,22,26,4,high
1208,Marigold,Easman,46,75,29,medium
1209,Mariellen,Petts,67,81,14,high
1210,Sibby,Bevan,85,51,-34,critical
1211,Vasili,Le Marquand,58,57,-1,critical
1212,Jeramie,Beynkn,55,62,7,high
1213,Moria,Marnes,72,89,17,high
1214,Rebe,Beckinsall,45,6,-39,critical
1215,Morten,Tirrell,52,4,-48,critical
1216,Bogart,Salvadori,77,43,-34,critical
1217,Leonhard,Stratley,10,73,63,low
1218,Marianne,Hollingby,8,93,85,none
1219,Dilan,Bundey,76,83,7,high
1220,Allister,MacGiolla Pheadair,80,14,-66,critical
1221,Salem,Ilymanov,20,21,1,high
1222,Mei,Pett,35,37,2,high
1223,Kevan,Redmain,46,81,35,medium
1224,Nefen,Grazier,41,5,-36,critical
1225,Tanney,Oager,34,50,16,high
1226,Ellsworth,Toke,75,24,-51,critical
1227,Janaye,Coye,43,28,-15,critical
1228,Ami,Riba,15,35,20,high
1229,Jennee,Edkins,40,55,15,high
1230,Minetta,Muehler,56,79,23,high
1231,William,Rubinowitsch,89,98,9,high
